0.999993	0.000001	0.000005	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000	0.000000	
0.999624	0.000000	0.000024	0.000002	0.000000	0.000338	0.000003	0.000002	0.000001	0.000006	
0.999700	0.000005	0.000003	0.000001	0.000000	0.000270	0.000011	0.000000	0.000009	0.000001	
0.999990	0.000005	0.000001	0.000000	0.000000	0.000002	0.000000	0.000000	0.000001	0.000000	
0.999898	0.000023	0.000006	0.000005	0.000000	0.000050	0.000001	0.000001	0.000014	0.000001	
0.999979	0.000010	0.000005	0.000001	0.000000	0.000004	0.000001	0.000000	0.000000	0.000000	
0.972891	0.000030	0.000291	0.000088	0.000279	0.011986	0.012866	0.000006	0.001444	0.000118	
0.999998	0.000000	0.000001	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	
0.999974	0.000001	0.000007	0.000000	0.000000	0.000016	0.000000	0.000000	0.000000	0.000001	
0.999942	0.000030	0.000017	0.000001	0.000001	0.000003	0.000002	0.000001	0.000001	0.000002	
0.999980	0.000002	0.000014	0.000000	0.000000	0.000001	0.000001	0.000000	0.000001	0.000001	
0.999997	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.997594	0.000237	0.000092	0.000063	0.000003	0.001525	0.000018	0.000219	0.000215	0.000034	
0.999989	0.000001	0.000002	0.000000	0.000000	0.000006	0.000000	0.000000	0.000000	0.000001	
0.999710	0.000010	0.000244	0.000003	0.000000	0.000023	0.000000	0.000001	0.000006	0.000002	
0.999993	0.000002	0.000001	0.000000	0.000000	0.000003	0.000000	0.000000	0.000000	0.000001	
0.999992	0.000002	0.000004	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	
0.997496	0.000004	0.000001	0.000009	0.000000	0.002343	0.000004	0.000000	0.000141	0.000002	
0.999986	0.000000	0.000008	0.000000	0.000000	0.000004	0.000000	0.000000	0.000000	0.000001	
0.998734	0.000000	0.000010	0.000002	0.000000	0.001159	0.000056	0.000008	0.000006	0.000024	
0.999876	0.000003	0.000044	0.000001	0.000000	0.000071	0.000000	0.000001	0.000002	0.000001	
0.997813	0.000020	0.001984	0.000007	0.000013	0.000148	0.000001	0.000003	0.000005	0.000006	
0.990908	0.007489	0.001215	0.000022	0.000117	0.000068	0.000036	0.000024	0.000103	0.000018	
0.940407	0.000879	0.011902	0.003121	0.000015	0.042572	0.000017	0.000867	0.000119	0.000101	
0.999968	0.000000	0.000027	0.000000	0.000000	0.000003	0.000000	0.000000	0.000000	0.000000	
0.999918	0.000004	0.000024	0.000001	0.000000	0.000044	0.000004	0.000001	0.000002	0.000002	
0.999997	0.000000	0.000001	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000	0.000000	
0.944177	0.000046	0.000575	0.000101	0.024035	0.011264	0.011033	0.000257	0.000371	0.008143	
0.999989	0.000003	0.000002	0.000001	0.000000	0.000002	0.000000	0.000000	0.000002	0.000001	
0.999976	0.000000	0.000002	0.000000	0.000000	0.000019	0.000001	0.000000	0.000001	0.000000	
0.999692	0.000023	0.000264	0.000001	0.000002	0.000007	0.000002	0.000000	0.000005	0.000003	
0.999960	0.000002	0.000006	0.000000	0.000000	0.000029	0.000001	0.000000	0.000001	0.000000	
0.999995	0.000001	0.000003	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	
0.999958	0.000024	0.000007	0.000002	0.000001	0.000007	0.000001	0.000000	0.000001	0.000001	
0.999980	0.000000	0.000003	0.000001	0.000000	0.000011	0.000002	0.000000	0.000001	0.000002	
0.999919	0.000036	0.000025	0.000002	0.000000	0.000014	0.000001	0.000000	0.000001	0.000001	
0.999992	0.000001	0.000003	0.000000	0.000000	0.000001	0.000000	0.000000	0.000001	0.000001	
0.999986	0.000000	0.000007	0.000000	0.000000	0.000005	0.000000	0.000000	0.000000	0.000001	
0.985242	0.000005	0.000034	0.000014	0.000000	0.014647	0.000027	0.000006	0.000014	0.000009	
0.999994	0.000000	0.000003	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000	0.000000	
0.999996	0.000000	0.000002	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	
0.999991	0.000004	0.000001	0.000000	0.000000	0.000002	0.000001	0.000000	0.000000	0.000000	
0.999819	0.000004	0.000013	0.000004	0.000004	0.000072	0.000014	0.000009	0.000008	0.000052	
0.999954	0.000001	0.000001	0.000000	0.000000	0.000043	0.000000	0.000000	0.000000	0.000000	
0.999726	0.000014	0.000128	0.000011	0.000001	0.000071	0.000001	0.000003	0.000043	0.000002	
0.988396	0.000359	0.000398	0.000179	0.000078	0.005561	0.003702	0.000049	0.001210	0.000069	
0.997169	0.000034	0.000007	0.000039	0.000000	0.002600	0.000012	0.000069	0.000051	0.000019	
0.999987	0.000001	0.000008	0.000000	0.000000	0.000002	0.000000	0.000000	0.000001	0.000001	
0.996851	0.000002	0.000099	0.000011	0.000014	0.001702	0.000526	0.000011	0.000061	0.000722	
0.999719	0.000000	0.000008	0.000001	0.000000	0.000223	0.000036	0.000001	0.000004	0.000008	
0.999941	0.000023	0.000003	0.000001	0.000001	0.000013	0.000003	0.000001	0.000004	0.000012	
0.999990	0.000000	0.000001	0.000000	0.000000	0.000008	0.000001	0.000000	0.000000	0.000000	
0.999997	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.999925	0.000044	0.000017	0.000001	0.000001	0.000003	0.000002	0.000002	0.000004	0.000001	
0.999981	0.000000	0.000010	0.000000	0.000000	0.000007	0.000000	0.000000	0.000000	0.000001	
0.999844	0.000000	0.000003	0.000001	0.000000	0.000124	0.000011	0.000001	0.000002	0.000016	
0.999798	0.000087	0.000013	0.000001	0.000011	0.000058	0.000010	0.000001	0.000018	0.000002	
0.999883	0.000001	0.000003	0.000001	0.000000	0.000108	0.000000	0.000001	0.000001	0.000001	
0.969882	0.000115	0.000279	0.000169	0.000000	0.029491	0.000017	0.000011	0.000033	0.000002	
0.999902	0.000023	0.000061	0.000002	0.000003	0.000006	0.000001	0.000000	0.000002	0.000001	
0.999982	0.000001	0.000004	0.000000	0.000000	0.000012	0.000001	0.000000	0.000000	0.000000	
0.971664	0.000013	0.011471	0.000544	0.000046	0.013468	0.000273	0.000425	0.001495	0.000601	
0.276390	0.509087	0.119924	0.028010	0.014869	0.016677	0.008092	0.003669	0.022865	0.000418	
0.999985	0.000000	0.000001	0.000000	0.000000	0.000011	0.000001	0.000000	0.000000	0.000001	
0.999998	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	
0.999997	0.000000	0.000001	0.000000	0.000000	0.000002	0.000000	0.000000	0.000000	0.000000	
0.999988	0.000001	0.000005	0.000000	0.000000	0.000004	0.000000	0.000000	0.000000	0.000000	
0.999665	0.000000	0.000006	0.000002	0.000000	0.000301	0.000013	0.000001	0.000003	0.000009	
